Name,Nord-Süd,Dena Regionen,Kraftwerksart,Energieträger,EE/nicht EE,Bundesland,spez. Standort,Unerklärte Ziffer
50H_MNS_CR_MA_Sued,Nord,84,,,EE,,,
50H_MNS_CR_PRL,Nord,84,,,EE,,,
50H_MNS_CR_PRL_TU,Nord,84,,,EE,,,
50H_MNS_CR_PUL,Nord,81,,,EE,,,
50H_MNS_CR_RAG,Nord,81,,,EE,,,
50H_MNS_CR_ROE,Nord,81,,,EE,,,
50H_MNS_CR_STR,Nord,81,,,EE,,,
50H_MNS_CR_ZW,Nord,81,,,EE,,,
50H_TEN_CR_M1_EI,Nord,83,,,EE,,,
50H_TEN_CR_M2_VIB,Nord,83,,,EE,,,
50H_TEN_CR_S1_ATF,Nord,83,,,EE,,,
50H_TEN_CR_S2_WD,Nord,83,,,EE,,,
50H_WEMA_CR_GOE,Nord,81,,,EE,,,
50H_WEMA_CR_GUE,Nord,81,,,EE,,,
50H_WEMA_CR_PE,Nord,81,,,EE,,,
50H_WEMA_CR_PMS,Nord,81,,,EE,,,
50H_WEMA_CR_WE,Nord,81,,,EE,,,
Ahrensfelde A (KapRes),Nord,81,Gasturbinenkraftwerk (GTKW),Erdgas,nicht EE,Brandenburg,"52°35'20.8""N 13°33'31.8""E",
Ahrensfelde B (KapRes),Nord,81,Gasturbinenkraftwerk (GTKW),Erdgas,nicht EE,Brandenburg,"52°35'20.8""N 13°33'31.8""E",
Ahrensfelde C (KapRes),Nord,81,Gasturbinenkraftwerk (GTKW),Erdgas,nicht EE,Brandenburg,"52°35'20.8""N 13°33'31.8""E",
Ahrensfelde D (KapRes),Nord,81,Gasturbinenkraftwerk (GTKW),Erdgas,nicht EE,Brandenburg,"52°35'20.8""N 13°33'31.8""E",
AMP_LEW_VERTEILNETZ_NORD_CR_WIND,Süd,76,,Wind,EE,,,
AMP_LEW_VERTEILNETZ_SUED_CR_WIND,Süd,76,,Wind,EE,,,
AMP_SYNA_TAUNUS_CR_WIND,Süd,24,,Wind,EE,,,
AMP_VSE_CR_WIND,Süd,75,,Wind,EE,,,
AMP_WESTNETZ_EMSLAND_CR_PHOTOVOLTAIK,Nord,22,,Solar,EE,,,
AMP_WESTNETZ_EMSLAND_CR_SONSTIGE_EE,Nord,22,,,EE,,,
AMP_WESTNETZ_EMSLAND_CR_WIND,Nord,22,,Wind,EE,,,
AMP_WESTNETZ_MUENSTERLAND_TEL,Nord,71,,,EE,,,
AMP_WESTNETZ_NAHE_CR_WIND,Süd,72,,Wind,EE,,,
AMP_WESTNETZ_NIKE_CR_PHOTOVOLTAIK,Nord,71,,Solar,EE,,,
AMP_WESTNETZ_NIKE_CR_SONSTIGE_EE,Nord,71,,,EE,,,
AMP_WESTNETZ_NIKE_CR_WIND,Nord,71,,Wind,EE,,,
AMP_WESTNETZ_SAUERLAND_CR_WIND,Nord,73,,Wind,EE,,,
AMP_WESTNETZ_SAUERLAND_TEL,Nord,73,,,EE,,,
AMP_WESTNETZ_TRIER_CR_WIND,Nord,75,,Wind,EE,,,
Audorf,Nord,21,Gasturbinenkraftwerk (GTKW),Erdgas,nicht EE,Schleswig-Holstein,"54°17'25.6""N 9°43'23.1""E",
AVA Cluster Dollern,Nord,22,,,EE,,,
AVA Cluster Elsen,Nord,73,,,EE,,,
AVA Cluster Lehrte,Nord,23,,,EE,,,
AVA Cluster Lüneburg T412,Nord,23,,,EE,,,
AVA Cluster Lüneburg T413,Nord,23,,,EE,,,
AVA Cluster Ohlensehlen,Nord,22,,,EE,,,
AVA Cluster Sottrum T411 T413,Nord,22,,,EE,,,
AVA Cluster Wechold,Nord,23,,,EE,,,
BASF-GESAMTEINSPEISG,Nord,23/81,,,Nicht EE,,,
BERGKAMEN_A,Süd,73,Heinzkraftwerk,Steinkohle,nicht EE,NRW,"51° 38′ 13″ N, 7° 37′ 8″ O",
Bexbach A,Süd,75,Dampfkraftwerk,Steinkohle,nicht EE,Saarland,"49° 21′ 47″ N, 7° 14′ 16″ O",
BIBLIS_GT (bnBm),Süd,75,Gasturbinenkraftwerk (GTKW),Ergas,nicht EE,Hessen,"49°42'19.4""N 8°24'57.6""E",
Börse,Börse,Börse,Börse,Börse,Börse,,,
Boxberg (Standort),Nord,84,Wärmekraftwerk,Braunkohle,nicht EE,Sachsen,"51° 25′ 7″ N, 14° 34′ 6″ O",
Braunschweig GT,Nord,23,Wärmekraftwerk,Braunkohle,nicht EE,Sachsen,"51° 25′ 7″ N, 14° 34′ 6″ O",
Braunschweig HKWM GT31,Nord,23,,,Nicht EE,,,
Bremen 15,Nord,22,Kohlekraftwerk ,Kohle,Nicht EE,,,
Bremen BHKW,Nord,22,Blockheizkraftwerk,Erdgas,nicht EE,Bremen,"53° 3′ 35″ N, 8° 52′ 23″ O",
Burghausen,Süd,26,Wasser,Wasser,EE,Bayern,,
Datteln_4,Süd,72,Kohlekraftwerk ,Steinkohle,nicht EE,Nordrhein-Westfalen,"51°37'57.0""N 7°20'27.0""E",
EE Bayern,Süd,26,Erneuerbare Pool,Erneuerbare,EE,Bayern,,
EE Hessen,Süd,24,Erneuerbare Pool,Erneuerbare,EE,Hessen,,
EE Niedersachsen,Nord,23,Erneuerbare Pool,Erneuerbare,EE,Niedersachsen,,
EGM_DTS,,,,,Nicht EE,,,
Emden 4 GT (KapRes),Nord,22,Heizkraftwerk (GuD / CCGT),Erdgas,nicht EE,Niedersachsen,"53°21'29.0""N 7°12'55.0""E",
Emsland Block B,Nord,22,Heizkraftwerk (GuD / CCGT),Erdgas,nicht EE,Niedersachsen,"52°28'51.9""N 7°18'06.5""E",
Emsland Block C,Nord,22,Heizkraftwerk (GuD / CCGT),Erdgas,nicht EE,Niedersachsen,"52°28'51.9""N 7°18'06.5""E",
Emsland Block C pool,Nord,22,,,Nicht EE,,,
Emsland Block D,Nord,22,GuD-Kraftwerk,Erdgas,nicht EE,Niedersachsen,"52° 28′ 51″ N, 7° 18′ 21″ O",
Emsland Block D pool,Nord,22,,,Nicht EE,,,
EMSLAND_DTB0,Nord,22,,,Nicht EE,,,
EMSLAND_DTC0,Nord,22,,,Nicht EE,,,
EMSLAND_DTD0,Nord,22,,,Nicht EE,,,
Erzhausen 1,Süd,24,Pumpspeicherkraftwerk,Wasser,EE,Niedersachsen,"51° 53′ 55″ N, 9° 55′ 30″ O",37548
Erzhausen 2,Süd,24,Pumpspeicherkraftwerk,Wasser,EE,Niedersachsen,"51° 53′ 55″ N, 9° 55′ 30″ O",37548
Erzhausen 3,Süd,24,Pumpspeicherkraftwerk,Wasser,EE,Niedersachsen,"51° 53′ 55″ N, 9° 55′ 30″ O",37548
Erzhausen 4,Süd,24,Pumpspeicherkraftwerk,Wasser,EE,Niedersachsen,"51° 53′ 55″ N, 9° 55′ 30″ O",37548
Farge,Nord,22,Kohlekraftwerk,Steinkohle,nicht EE,Bremen,"53° 12′ 8″ N, 8° 31′ 1″ O",
Frankfurt West 2,Süd,24,Heizkraftwerk,Steinkohle,nicht EE,Hessen,"50° 5′ 54″ N, 8° 39′ 12″ O",
Frankfurt West 3,Süd,24,Heizkraftwerk,Steinkohle,nicht EE,Hessen,"50° 5′ 54″ N, 8° 39′ 12″ O",
Frankfurt West 4,Süd,24,Heizkraftwerk,Erdgas,nicht EE,Hessen,"50° 5′ 54″ N, 8° 39′ 12″ O",
Gebersdorf 1,Nord,24,GuD-Kraftwerk,Erdgas,nicht EE,Bayern,"49°25'17.8""N 11°00'34.5""E",
Gebersdorf 2,Nord,24,GuD-Kraftwerk,Erdgas,nicht EE,Bayern,"49°25'17.8""N 11°00'34.5""E",
Gebersdorf GT,Nord,24,GuD-Kraftwerk,Erdgas,nicht EE,Bayern,"49°25'17.8""N 11°00'34.5""E",
GERSTEINW_DTF2 (KapRes),Süd,73,Heizkraftwerk (GuD / CCGT),Erdgas,nicht EE,Nordrhein-Westfalen,"51°40'24.1""N 7°42'42.7""E",
GERSTEINW_DTG2 (KapRes),Süd,73,,,Nicht EE,,,
GERSTEINW_F (KapRes),Süd,73,Heizkraftwerk (GuD / CCGT),Erdgas,nicht EE,Nordrhein-Westfalen,"51°40'24.1""N 7°42'42.7""E",
GERSTEINW_G (KapRes),Süd,73,Heizkraftwerk (GuD / CCGT),Erdgas,nicht EE,Nordrhein-Westfalen,"51°40'24.1""N 7°42'42.7""E",
GERSTEINW_GTF1 (KapRes),Süd,73,Heizkraftwerk (GuD / CCGT),Erdgas,nicht EE,Nordrhein-Westfalen,"51°40'24.1""N 7°42'42.7""E",
GERSTEINW_GTG1 (KapRes),Süd,73,,,Nicht EE,,,
GERSTEINW_K1,Süd,73,Heizkraftwerk (GuD / CCGT),Erdgas,nicht EE,Nordrhein-Westfalen,"51°40'24.1""N 7°42'42.7""E",
Goldisthal (Standort),Nord,83,,Wasser,EE,,,
Grosskraftwerk Mannheim Block 6,Süd,75,Dampfkraftwerk,Steinkohle,nicht EE,Baden-Württemberg,"49° 26′ 44″ N, 8° 29′ 26″ O",
Grosskraftwerk Mannheim Block 6 7 und 8,Süd,75,,,Nicht EE,,,
Grosskraftwerk Mannheim Block 6 und 8,Süd,75,Kohlekraftwerk,Steinkohle,nicht EE,Baden-Württemberg,"49°26'39.4""N 8°30'11.4""E",
Grosskraftwerk Mannheim Block 7,Süd,75,Kohlekraftwerk,Steinkohle,nicht EE,Baden-Württemberg,"49°26'39.4""N 8°30'11.4""E",
Grosskraftwerk Mannheim Block 9,Süd,75,,,Nicht EE,,,
GUD_HERNE_6,Süd,72,GuD-Kraftwerk,Erdgas,nicht EE,Nordrhein-Westfalen,"51° 33′ 5″ N, 7° 11′ 20″ O",
GuDAnlageM120,Süd,,,,Nicht EE,Hessen,,
HAMMUENTROP_10,Süd,73,GuD-Kraftwerk,Erdgas,nicht EE,Nordrhein-Westfalen,"51° 40′ 26″ N, 7° 55′ 45″ O",
HAMMUENTROP_20,Süd,73,GuD-Kraftwerk,Erdgas,nicht EE,Nordrhein-Westfalen,"51° 40′ 26″ N, 7° 55′ 45″ O",
Hannover (GKH) 1,Nord,23,,,Nicht EE,,,
Hannover (GKH) 2,Nord,23,,,Nicht EE,,,
Heizkraftwerk Altbach/Deizisau Block 2,Süd,75,Kohlekraftwerk,Steinkohle,nicht EE,Baden-Württemberg,"48°43'07.9""N 9°22'33.5""E",
