Name,Nord-Süd,Dena Regionen,Kraftwerksart,Energieträger,EE/nicht EE,Bundesland,spez. Standort,Unerklärte Ziffer
50H_MNS_CR_STR,,,,,,,,
50H_MNS_CR_ZW,,,,,,,,
50H_TEN_CR_M1_EI,Nord,83,,,,,,
50H_TEN_CR_M2_VIB,Nord,83,,,,,,
50H_TEN_CR_S1_ATF,Nord,83,,,,,,
50H_TEN_CR_S2_WD,Nord,83,,,,,,
50H_WEMA_CR_GOE,Nord,81,,,,,,
50H_WEMA_CR_GUE,Nord,81,,,,,,
50H_WEMA_CR_PE,Nord,81,,,,,,
50H_WEMA_CR_PMS,Nord,81,,,,,,
50H_WEMA_CR_WE,Nord,81,,,,,,
AMP_LEW_VERTEILNETZ_NORD_CR_WIND,Süd,76,,,,,,
AMP_LEW_VERTEILNETZ_SUED_CR_WIND,Süd,76,,,,,,
AMP_SYNA_TAUNUS_CR_WIND,,24,,,,,,
AMP_VSE_CR_WIND,Süd,75,,,,,,
AMP_WESTNETZ_EMSLAND_CR_PHOTOVOLTAIK,Nord,22,,,,,,
AMP_WESTNETZ_EMSLAND_CR_SONSTIGE_EE,Nord,22,,,,,,
AMP_WESTNETZ_EMSLAND_CR_WIND,Nord,22,,,,,,
AMP_WESTNETZ_MUENSTERLAND_TEL,Nord,71,,,,,,
AMP_WESTNETZ_NAHE_CR_WIND,,,,,,,,
AMP_WESTNETZ_NIKE_CR_PHOTOVOLTAIK,Nord,71,,,,,,
AMP_WESTNETZ_NIKE_CR_SONSTIGE_EE,Nord,71,,,,,,
AMP_WESTNETZ_NIKE_CR_WIND,Nord,71,,,,,,
AMP_WESTNETZ_SAUERLAND_CR_WIND,Nord,73,,,,,,
AMP_WESTNETZ_SAUERLAND_TEL,Nord,73,,,,,,
AMP_WESTNETZ_TRIER_CR_WIND,Nord,75,,,,,,
AVA Cluster Dollern,Nord,22,,,,,,
AVA Cluster Elsen,,73/23,,,,,,
AVA Cluster Lehrte,Nord,23,,,,,,
AVA Cluster Lüneburg T412,Nord,23,,,,,,
AVA Cluster Lüneburg T413,Nord,23,,,,,,
AVA Cluster Ohlensehlen,Nord,22,,,,,,
AVA Cluster Sottrum T411 T413,Nord,22,,,,,,
AVA Cluster Wechold,,23,,,,,,
BASF-GESAMTEINSPEISG,Nord,23/81,,,,,,
Braunschweig HKWM GT31,Nord,23,,,,,,
Bremen 15,Nord,22,,,,,,
Burghausen,Süd,26,,,,,,
Börse,,,,,,,,
EGM_DTS,,,,,,,,
EMSLAND_DTB0,Nord,22,,,,,,
EMSLAND_DTC0,Nord,22,,,,,,
EMSLAND_DTD0,Nord,22,,,,,,
Emsland Block C pool,Nord,22,,,,,,
Emsland Block D pool,Nord,22,,,,,,
GERSTEINW_DTG2 (KapRes),Süd,73,,,,,,
GERSTEINW_GTG1 (KapRes),Süd,73,,,,,,
Goldisthal (Standort),Nord,83,,,,,,
Grosskraftwerk Mannheim Block 6 7 und 8,Süd,75,,,,,,
Grosskraftwerk Mannheim Block 9,Süd,75,,,,,,
GuDAnlageM120,,,,,,,,
HKW-OF-EVO,,,,,,,,
HKW_BA_B1_DT_23,,,,,,,,
HKW_BA_B1_GT_11,,,,,,,,
Hannover (GKH) 1,Nord,23,,,,,,
Hannover (GKH) 2,Nord,23,,,,,,
Heizkraftwerk Altbach/Deizisau GT E,Süd,79,,,,,,
Heizkraftwerk Heilbronn Block 7,Süd,41,,,,,,
"Heizkraftwerk Stuttgart-Münster GT 16,17,18",Süd,42,,,,,,
Hohenwarte 2 (Standort),Nord,83,,,,,,
INFRA_HOE_GTX3,,,,,,,,
KNAPSACK_DT10,Süd,74,,,,,,
KNAPSACK_GT11,Süd,74,,,,,,
Kühtai 1 (Uniper),Österreich,Österreich,,,,,,
Kühtai 2 (TIWAG),Österreich,Österreich,,,,,,
LAUSWARD_AGUD,,,,,,,,
LINGEN-GT1,,,,,,,,
LINGEN-GT2,,,,,,,,
Linden GKL DT,,,,,,,,
Linden GKL GT 1,,,,,,,,
Linden GKL GT 3,,,,,,,,
München Süd GT 61,Süd,25,,,,,,
NIEDERAUSSEM_K,Süd,74,,,,,,
NIEHL-II-GT,Süd,74,,,,,,
OWP Nordergründe,Nord,20,,,,,,
OWP Riffgat,Nord,20,,,,,,
PSW Rönkhausen,,,,,,,,
Plattling GT,,,,,,,,
Pumpspeicherwerk Wehr RZ TNG,Süd,42,,,,,,
ROENKHAUSEN_PSW1,,,,,,,,
ROENKHAUSEN_PSW2,,,,,,,,
ReserveKW Irsching 3,,,,,,,,
Rostock Kohlekraftwerk,,,,,,,,
SHN Cluster Audorf Süd,Nord,21,,,,,,
SHN Cluster Brunsbüttel,Nord,21,,,,,,
SHN Cluster Hamburg Nord,Nord,82/21,,,,,,
SHN Cluster Handewitt T411,Nord,21,,,,,,
SHN Cluster Handewitt T411 T413,Nord,21,,,,,,
SHN Cluster Handewitt T412 T413,Nord,21,,,,,,
SHN Cluster Handewitt T414 T415,Nord,21,,,,,,
SHN Cluster Heide West T411 T412,Nord,21,,,,,,
SHN Cluster Heide West T413,Nord,21,,,,,,
SHN Cluster Husum Nord,Nord,21,,,,,,
SHN Cluster Itzehoe West,Nord,21,,,,,,
SHN Cluster Jardelund,Nord,21,,,,,,
SHN Cluster Kiel Süd,Nord,21,,,,,,
SHN Cluster Klixbüll,Nord,21,,,,,,
SHN Cluster Krümmel,Nord,21/22,,,,,,
SHN Cluster Kummerfeld,Nord,21,,,,,,
SHN Cluster Lübeck,Nord,21,,,,,,
SHN Cluster Schuby West,Nord,21,,,,,,
SHN Cluster Süderdonn T411,Nord,21,,,,,,
SHN Cluster Süderdonn T412 T413,Nord,21,,,,,,
SHN Cluster Wilster West,Nord,21,,,,,,
Silz 1 (TIWAG),,,,,,,,
Silz 1 (Uniper),,,,,,,,
Silz 2 (TIWAG),,,,,,,,
Tanzmühle,,,,,,,,
Thyrow A (KapRes),,,,,,,,
Thyrow B (KapRes),,,,,,,,
Thyrow C (KapRes),,,,,,,,
Thyrow D (KapRes),,,,,,,,
Thyrow E (KapRes),,,,,,,,
VIANDEN_1,,,,,,,,
VOELKLINGEN_MKV,,,,,,,,
50H UW Iven,Nord,81,Umspannwerk Wind,Wind,EE,Schleswig-Holstein,"54° 22′ N, 9° 49′ O",
WEISWEILERVGT_H3,,,,,,,,
WEISWEILER_F,,,,,,,,
WEISWEILER_VGTG3,,,,,,,,
WP Emsland,Nord,22,,,,,,
WP Jardelund,Nord,21,,,,,,
WP Wilstermarsch,Nord,21,,,,,,
Waldeck 1,,73/24,,,,,,
Waldeck 6,,73/26,,,,,,
Wolfsburg Nord A,Nord,23,,,,,,
Wolfsburg West 2,Nord,23,,,,,,
Würzburg GT 2,Süd,25,,,,,,
